filename,urgency_label,language,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,mfcc_21_mean,mfcc_21_std,mfcc_22_mean,mfcc_22_std,mfcc_23_mean,mfcc_23_std,mfcc_24_mean,mfcc_24_std,mfcc_25_mean,mfcc_25_std,mfcc_26_mean,mfcc_26_std,mfcc_27_mean,mfcc_27_std,mfcc_28_mean,mfcc_28_std,mfcc_29_mean,mfcc_29_std,mfcc_30_mean,mfcc_30_std,mfcc_31_mean,mfcc_31_std,mfcc_32_mean,mfcc_32_std,mfcc_33_mean,mfcc_33_std,mfcc_34_mean,mfcc_34_std,mfcc_35_mean,mfcc_35_std,mfcc_36_mean,mfcc_36_std,mfcc_37_mean,mfcc_37_std,mfcc_38_mean,mfcc_38_std,mfcc_39_mean,mfcc_39_std,mfcc_40_mean,mfcc_40_std,pitch_mean,pitch_std,rms_mean,rms_std,zcr_mean,spec_centroid_mean,speaking_rate,jitter,rms_slope,rms_gradient,speaking_rate_change,asr_quality,keyword_count,word_count,repetition_rate,sentiment_polarity,transcript
call5.ogg,Medium,sinhala,-486.49456787109375,79.72047424316406,52.685543060302734,42.53053283691406,0.239020437002182,35.64430618286133,1.361294150352478,37.8380126953125,-15.957135200500488,24.17487144470215,-19.541393280029297,26.144819259643555,-25.40176010131836,23.04625129699707,-16.807140350341797,21.00779151916504,-9.09133529663086,22.253009796142578,-6.550572872161865,14.2987699508667,-7.055736064910889,13.157999038696289,-0.3229328989982605,13.654186248779297,-4.469812870025635,12.757598876953125,-6.61754035949707,11.188590049743652,-3.3231053352355957,9.189584732055664,-5.123479843139648,8.997159004211426,-5.271259307861328,8.016916275024414,-4.572113037109375,7.783061981201172,-5.797140121459961,7.905355453491211,-5.467440605163574,8.349282264709473,-4.132237434387207,8.054218292236328,-5.156650066375732,8.79951286315918,-2.7843167781829834,10.780723571777344,1.0381872653961182,12.78134822845459,3.757655620574951,14.511034965515137,9.633797645568848,14.529476165771484,12.679348945617676,13.762311935424805,15.33521556854248,13.807022094726562,13.136796951293945,14.41091251373291,7.976879119873047,14.285816192626953,3.2237939834594727,12.024345397949219,-0.1263476312160492,9.49763298034668,-0.9327269196510315,7.592650413513184,-1.8671931028366089,6.837046146392822,-1.5679337978363037,6.333851337432861,-2.106260061264038,6.283990383148193,-1.7861937284469604,5.542862415313721,-2.044264554977417,5.82395076751709,-2.2087783813476562,5.800949573516846,-2.4997739791870117,5.758205890655518,233.05823630208988,24.616058629895633,0.0119086978957057,0.01867074891924858,0.1246186822101707,1453.4214245214773,0.9031339031339032,6.537526147930269,-0.008971894159913063,-2.649157628063894e-05,0.04558404558404561,1.0,0.0,49.0,0.2647058823529412,0.0,  ˈgeu wala mahtura ʻaavila tīni. ˈtavadi kaki mape ʻa ʻaʻa ˈgewala tīni. ˈaʻa ˈa ˈtur ʻa ˈa ˈtur ʻa ˈa gvā ˈtā ˈtā ˈtā ˈtī ˈnī. ˈa ˈcūtā ˈcātī ˈgewala ˈtā ˈdā ˈlā ˈdā ˈlā ˈmā. ˈa ˈmā. nasid vetain traan da gama ni strangeh wartuan hall so
call6.ogg,High,sinhala,-448.4757995605469,100.96073150634766,77.6553955078125,56.534690856933594,-11.032483100891113,65.89836883544922,7.156712055206299,57.106319427490234,-21.17217445373535,27.631290435791016,-31.466691970825195,31.006364822387695,-25.523576736450195,27.645095825195312,-18.172861099243164,24.490739822387695,-10.58768081665039,27.419530868530273,-14.070379257202148,19.475902557373047,-6.331676959991455,21.000595092773438,-10.714807510375977,17.342411041259766,-5.031692981719971,13.948966979980469,-13.011907577514648,14.833662033081055,-7.186148166656494,14.525670051574707,-8.728497505187988,12.435473442077637,-17.91093635559082,13.836703300476074,-6.569011688232422,14.83162784576416,-10.382349967956543,17.747217178344727,-1.07924485206604,19.908367156982422,9.10104751586914,20.4267520904541,14.437037467956543,19.941253662109375,14.326982498168945,19.474849700927734,15.62282657623291,20.257465362548828,8.142671585083008,19.70696258544922,3.8875322341918945,15.810907363891602,2.5597448348999023,12.769787788391113,0.37790223956108093,12.91196346282959,0.5924174785614014,10.475066184997559,-3.843672275543213,10.260611534118652,-2.9247076511383057,11.593672752380371,-3.033501625061035,9.226381301879883,-3.0610382556915283,9.224665641784668,-2.9134867191314697,7.922699451446533,-6.318315505981445,8.08167552947998,-4.6541972160339355,7.690384387969971,-3.7544970512390137,8.183642387390137,-2.153470993041992,9.287537574768066,-3.051373243331909,11.678860664367676,-3.1498634815216064,9.569389343261719,276.4063972722126,27.96284186332264,0.027237718924880028,0.02110738307237625,0.08918668016975309,1374.025265008814,0.9937888198757764,7.053372987773775,0.0005566272884607315,-1.0427684533218975e-05,0.024844720496894346,0.92,0.0,9.200000000000001,0.0,0.0, and söyства estaba ताूक eternalVAine sadha po naak ma beenita
call7.ogg,High,sinhala,-448.4337463378906,121.16605377197266,74.17178344726562,59.86611557006836,-23.742053985595703,69.73355865478516,27.818561553955078,66.03189086914062,-26.784921646118164,38.42927932739258,-34.26724624633789,43.3494873046875,-25.04029655456543,29.05955696105957,-22.494754791259766,26.835880279541016,0.3772205412387848,25.413963317871094,-19.428119659423828,18.125761032104492,-17.971572875976562,21.479101181030273,-11.590129852294922,19.458303451538086,-12.865287780761719,17.803255081176758,-17.62190818786621,17.510709762573242,-11.916359901428223,17.058923721313477,-7.658611297607422,14.836875915527344,-10.540107727050781,18.185909271240234,2.2557897567749023,18.19695281982422,2.6004340648651123,18.482643127441406,5.342626571655273,16.81887435913086,11.398603439331055,20.350671768188477,9.17294692993164,16.258703231811523,6.9133734703063965,16.681140899658203,7.8853583335876465,12.841707229614258,3.723740816116333,17.158231735229492,-0.18899628520011902,13.858832359313965,2.9427196979522705,11.907922744750977,0.36797353625297546,12.576489448547363,1.3651901483535767,10.244598388671875,-1.369198203086853,9.508831024169922,-5.5947723388671875,9.344026565551758,-2.631824016571045,7.8217339515686035,-3.2119598388671875,7.564111232757568,-4.297471046447754,7.8939971923828125,-2.1272428035736084,7.674010753631592,-2.14837384223938,8.386336326599121,-1.5421775579452515,9.001688957214355,-1.553389549255371,10.056952476501465,0.27882930636405945,8.982457160949707,0.13033369183540344,6.955623626708984,295.4016905381539,42.157697302355594,0.027595877647399902,0.020613081753253937,0.1290437940140845,1616.2205742959873,0.8962264150943396,14.761147332855245,0.005132386460900307,-1.6544135898763657e-05,-0.13207547169811318,1.0,2.0,12.0,0.0,0.0, siardan ki Isuna kaedaraộcaprwateruratur nan kapin na kayagal r wea antibodyankan biya
call8.ogg,High,sinhala,-450.28497314453125,99.0661392211914,85.38037872314453,59.23182678222656,-20.154407501220703,63.77793502807617,20.716270446777344,60.25820541381836,-21.799518585205078,35.30947494506836,-28.602535247802734,31.290042877197266,-27.30400848388672,25.83412742614746,-31.764360427856445,25.137893676757812,-12.597172737121582,22.480051040649414,-12.282866477966309,16.839468002319336,-11.781387329101562,15.485797882080078,-6.2994489669799805,15.916016578674316,-7.849764823913574,15.153182983398438,-22.43903923034668,14.71329402923584,-12.186500549316406,13.182220458984375,-11.425917625427246,14.339348793029785,-12.29005241394043,13.20173454284668,-8.449039459228516,15.282516479492188,-4.231225490570068,18.714109420776367,5.605956554412842,17.70909309387207,11.969670295715332,19.758281707763672,11.646307945251465,19.13205337524414,12.486271858215332,15.981583595275879,11.506945610046387,16.53701400756836,5.011044025421143,16.721887588500977,4.919400215148926,16.01317024230957,1.1764823198318481,12.531047821044922,2.035078525543213,13.913939476013184,-0.5822246670722961,11.031825065612793,-3.5944552421569824,12.436656951904297,-2.8392670154571533,12.319347381591797,-2.4326932430267334,11.13705062866211,-2.573075771331787,9.183280944824219,-4.855020046234131,8.067781448364258,-5.225903034210205,7.746295928955078,-1.7409348487854004,7.7193145751953125,-0.7699246406555176,7.025959491729736,-2.0045127868652344,10.293641090393066,-2.264590263366699,9.118330001831055,-0.6306711435317993,6.674266338348389,278.8398412860882,34.4012178484598,0.025088179856538773,0.019199661910533905,0.1114219008692053,1378.07619195799,0.9933333333333333,7.518130734759555,-0.008478768169879913,-9.457495278357799e-05,-0.013333333333333308,1.0,0.0,1.0,0.0,0.0, Center
call9.ogg,High,english,-471.3055114746094,129.11227416992188,63.645084381103516,66.45738983154297,-5.791347980499268,78.12850189208984,15.505857467651367,60.87932205200195,-17.807538986206055,36.728424072265625,-24.668912887573242,35.384098052978516,-19.012775421142578,24.65898895263672,-23.269367218017578,27.43498992919922,-11.272397994995117,23.3834228515625,-13.680609703063965,14.612652778625488,-9.421769142150879,15.720195770263672,-8.156393051147461,13.886541366577148,-8.275161743164062,14.458056449890137,-14.356901168823242,14.45512866973877,-11.974114418029785,12.394121170043945,-6.315706729888916,12.133806228637695,-10.787824630737305,12.169926643371582,-6.174932479858398,12.845207214355469,-7.199526309967041,13.186564445495605,-0.2555713951587677,13.047857284545898,6.399651527404785,16.18912124633789,6.221538066864014,17.457054138183594,13.327061653137207,14.557798385620117,12.031820297241211,18.04043197631836,8.587587356567383,14.879288673400879,5.6100006103515625,15.4757719039917,4.215569496154785,14.786393165588379,-0.15942808985710144,13.72252082824707,-2.084805965423584,9.992191314697266,-2.5794389247894287,8.780595779418945,-2.5063319206237793,8.448781967163086,-2.8800501823425293,8.19586181640625,-1.6219558715820312,8.987896919250488,-3.993532657623291,7.939252853393555,-3.535693645477295,7.437277793884277,-4.021820545196533,7.245870113372803,-1.8028295040130615,7.45361852645874,-1.1562913656234741,7.565926551818848,-4.049092769622803,8.192853927612305,-1.0648424625396729,8.004593849182129,274.2110060939181,34.280791145604645,0.023771068081259727,0.021280571818351746,0.18851177509014422,1977.1893988921859,0.8260869565217391,10.133586411020714,0.009341444820165634,6.946673385968247e-05,0.28019323671497576,1.0,5.0,23.0,0.1,0.043478260869565216, is come quickly. There is a fine inside our house and it started near the gas cooker and my grandmother is still inside.
call10.ogg,High,english,-477.9384460449219,112.64571380615234,76.80474090576172,66.0810317993164,-10.661003112792969,72.59038543701172,14.112430572509766,52.12409210205078,-4.9102935791015625,30.972795486450195,-34.85679244995117,35.8228645324707,-20.53864097595215,26.72005271911621,-23.202428817749023,32.36689758300781,-11.729696273803711,22.996980667114258,-11.675667762756348,16.040590286254883,-11.166182518005371,16.16147804260254,-7.639678001403809,16.351903915405273,-10.998123168945312,13.262971878051758,-12.195695877075195,11.726003646850586,-10.694916725158691,11.70340633392334,-7.943483352661133,12.545929908752441,-7.87001371383667,11.672239303588867,-6.633790969848633,12.041202545166016,-6.2460222244262695,11.19534969329834,-5.557773590087891,15.360422134399414,3.917785167694092,14.136561393737793,9.194130897521973,16.126262664794922,6.13883638381958,15.472269058227539,11.440089225769043,17.73804473876953,8.991740226745605,15.368109703063965,1.6066995859146118,15.921706199645996,3.452857732772827,14.754910469055176,1.3386174440383911,14.114662170410156,0.7506590485572815,9.952356338500977,-1.3919246196746826,10.720418930053711,-2.865137815475464,11.560773849487305,-0.3549390137195587,8.569910049438477,-0.5575506091117859,6.873868465423584,-0.5922424793243408,6.860675811767578,-3.6087090969085693,6.748363494873047,-4.8485107421875,8.139286994934082,-1.7190372943878174,6.791524887084961,-2.4522361755371094,6.234051704406738,-5.3217244148254395,7.0407395362854,-2.6430563926696777,7.101223468780518,270.57942695963357,39.85113796244331,0.023799274116754532,0.019974997267127037,0.15745220762310605,1687.7476553500685,0.8859315589353612,9.357486097133982,0.006625816226005554,4.724364121954501e-05,0.0684410646387833,1.0,3.0,25.0,0.08695652173913043,-0.08, I am reporting a fire at warehouse in Kuru Nankal. The fire is inside the back storage area and there may be three workers inside.
call11.ogg,Low,sinhala,-440.8252868652344,126.89073944091797,63.01219177246094,59.709136962890625,-24.611467361450195,79.44188690185547,14.731636047363281,53.96263885498047,-33.94118118286133,42.93415832519531,-23.360267639160156,40.31171798706055,-24.8247127532959,26.569210052490234,-19.751609802246094,27.829030990600586,-14.20598316192627,24.15696144104004,-19.175682067871094,23.435134887695312,-9.045345306396484,23.620466232299805,-16.2097225189209,17.901737213134766,-9.42982292175293,14.853752136230469,-13.188040733337402,17.432851791381836,-9.18120288848877,16.392696380615234,-4.724958896636963,15.81938362121582,-1.3302807807922363,16.14362144470215,3.475710153579712,22.283525466918945,7.481410503387451,23.235139846801758,5.244762420654297,20.794174194335938,7.6086554527282715,19.287887573242188,2.7385613918304443,16.50237274169922,0.9059447050094604,18.207963943481445,1.4413868188858032,14.631017684936523,-0.5101456642150879,14.934284210205078,0.9080608487129211,13.180845260620117,-2.056593418121338,13.408806800842285,-1.2452950477600098,14.401480674743652,-0.15630000829696655,13.665407180786133,0.2241969108581543,11.187576293945312,-1.041316270828247,12.312705039978027,-4.431140422821045,11.921974182128906,-2.100339651107788,9.574633598327637,-2.1456096172332764,8.779048919677734,-1.8098719120025635,8.283151626586914,-0.5385961532592773,9.386488914489746,-0.08242689073085785,11.342348098754883,-0.07451056689023972,11.031044006347656,-1.5503838062286377,7.3284783363342285,-0.2912321388721466,6.72214412689209,288.17034131141753,55.18798269776587,0.026989148929715157,0.020252050831913948,0.13629340277777777,1769.5828942807975,0.9285714285714286,11.235463313210165,0.00841226801276207,5.40553474489022e-05,-0.017857142857142905,0.989010989010989,0.0,20.76923076923077,0.05205320994794679,0.0, NAI financia aiheit karangaiya xiddha na ts fault dhe na ito daninaЬ voyktur ek theta na mak ihit mod hai mbaya
call13.ogg,High,sinhala,-462.5972900390625,86.1790542602539,88.66153717041016,65.92503356933594,18.150798797607422,48.22922897338867,6.193881988525391,57.48395538330078,-48.03207015991211,42.144718170166016,-9.753169059753418,35.77614974975586,-17.319141387939453,25.81352424621582,-23.238168716430664,21.066862106323242,-4.5273542404174805,21.636558532714844,-18.618968963623047,18.861949920654297,-23.420330047607422,16.856813430786133,-13.439640045166016,15.723204612731934,-15.46953010559082,13.702983856201172,-15.395360946655273,10.327171325683594,-7.211515426635742,11.460043907165527,-11.075176239013672,10.087021827697754,-6.398015975952148,10.462809562683105,-8.672218322753906,11.121554374694824,-5.991763114929199,12.297698974609375,-0.22295626997947693,14.678574562072754,5.211291313171387,16.470121383666992,9.598360061645508,15.869834899902344,16.827898025512695,15.78271198272705,13.730382919311523,15.168784141540527,11.713685989379883,15.1992826461792,10.248498916625977,15.284385681152344,4.824151515960693,13.243919372558594,2.3031604290008545,11.296524047851562,-0.40296897292137146,8.72830867767334,-2.988983392715454,7.6865668296813965,-1.9981971979141235,7.855707168579102,-3.6318306922912598,6.565065383911133,-5.326116561889648,6.695680618286133,-5.256291389465332,6.2460784912109375,-7.637209892272949,5.831010341644287,-5.217299938201904,5.685920715332031,-5.866499900817871,5.123739242553711,-4.049935340881348,5.230395317077637,-1.8762699365615845,6.320342540740967,-1.477751612663269,7.032135009765625,272.71171511204216,25.83327011467481,0.029718579724431038,0.022678133100271225,0.10695456288343558,1348.2665386327315,0.9697899683513954,8.597658584982593,-0.016351455822587013,-0.00015013752639890423,-0.04910328953677956,0.625,0.0,1.25,0.0,0.0, eh angрез
call14.ogg,High,sinhala,-462.8826904296875,93.8999252319336,58.136695861816406,57.72848892211914,6.427809238433838,45.851234436035156,21.75507354736328,47.16301727294922,-18.54233169555664,35.97355651855469,-15.273428916931152,29.317110061645508,-26.474111557006836,27.877838134765625,-22.171430587768555,29.700210571289062,-14.295659065246582,22.15205955505371,-14.940201759338379,18.739477157592773,-13.398709297180176,14.068207740783691,-7.905666828155518,15.503752708435059,-18.1651554107666,16.75889778137207,-13.403438568115234,13.924223899841309,-9.726144790649414,11.274579048156738,-13.608980178833008,10.947360038757324,-7.581650733947754,11.309637069702148,-5.931480884552002,11.62195110321045,-7.061398983001709,12.955134391784668,1.5918543338775635,13.690816879272461,3.5753891468048096,16.381982803344727,7.516757488250732,13.727940559387207,14.758865356445312,13.687528610229492,11.7626953125,13.098898887634277,13.968267440795898,14.199593544006348,10.280906677246094,11.89572811126709,3.822660446166992,10.1363525390625,2.921743631362915,9.618560791015625,0.7385579943656921,8.640594482421875,-0.43205493688583374,6.93808126449585,0.25067031383514404,6.944793224334717,-0.7434678077697754,5.987223148345947,-3.6385648250579834,7.218915939331055,-2.763490676879883,5.750201225280762,-3.6007750034332275,6.251985549926758,-2.0878827571868896,5.117014408111572,-5.207328796386719,6.717739105224609,-5.898956775665283,6.3745245933532715,-2.9429585933685303,6.576527118682861,-3.117950201034546,6.054229736328125,275.4121041981905,34.22361659233722,0.022364579141139984,0.018807588145136833,0.12312079805776892,1593.7568071283013,0.956,8.014094705480975,-0.003522491082549095,-4.300897025869668e-05,0.008000000000000007,0.9868421052631579,0.0,37.5,0.2114661654135338,0.0,"though she shared sit hements there that we had visited, we ask her a few questions about speed and speed, and if we believe that once we where the speed of speed of speed Це is a nothingness"
call17.ogg,Medium,singlish,-480.1754455566406,118.60974884033203,86.95236206054688,75.4732894897461,3.849907636642456,50.54835891723633,12.626029014587402,54.564388275146484,-20.354576110839844,26.516883850097656,-21.431724548339844,33.734867095947266,-14.877795219421387,24.450410842895508,-24.510251998901367,24.019460678100586,-20.807762145996094,18.93272590637207,-23.61623191833496,17.380062103271484,-23.596033096313477,15.561180114746094,-18.761526107788086,16.338319778442383,-13.134808540344238,14.607154846191406,-14.231332778930664,12.869734764099121,-4.9239912033081055,12.746593475341797,-5.512904167175293,12.776208877563477,-10.462876319885254,19.326377868652344,2.980391025543213,15.722403526306152,-0.4242177903652191,17.10223388671875,2.593454599380493,20.356157302856445,7.793648719787598,17.958419799804688,6.981720924377441,17.735206604003906,7.623326778411865,16.089763641357422,8.08241081237793,16.487545013427734,0.32257145643234253,16.127653121948242,5.283761024475098,12.770828247070312,2.240309238433838,11.888931274414062,-1.539252519607544,11.128474235534668,-1.7650749683380127,9.613335609436035,2.659952402114868,7.958837509155273,-1.2116339206695557,10.666892051696777,1.465125322341919,9.167254447937012,1.4005836248397827,7.213834762573242,-1.2629616260528564,7.521700859069824,-0.9976868629455566,6.435909271240234,-1.626845359802246,5.79198694229126,-2.650485038757324,7.870733737945557,0.86570143699646,7.809573173522949,-1.2494217157363892,7.120506286621094,-1.9864202737808228,6.124793529510498,287.84492184434015,52.61162240494458,0.025359539315104485,0.014756581746041775,0.10403481012658228,1301.4317795785707,0.9299363057324841,11.207164284573228,0.006106862798333168,4.9322230209704e-05,-0.10191082802547768,0.0,0.0,0.0,0.0,0.0, نیوٹی گینتی نا با مهیتانی کچھنگی دومی نا حبہ حاید مشوور نا
